id,po_id,po_number,vendor_id,vendor_name,requester_id,requester_name,department_id,department_name,po_date,expected_delivery_date,received_date,currency,payment_term_id,payment_term_name,subtotal,tax,shipping,total,po_status,approval_status,approved_by,approved_at,received_status,shipping_terms,delivery_address,notes,created_at,created_by
1202,PO1202,PO-2024-1202,VEND028,Emerson Electric Co.,EMP018,Andrew Kim,DEPT008,Legal & Compliance,2024-11-06,2024-12-09,2024-12-08,INR,PT006,Net 90,494436.12,24721.81,3796.49,522954.42,Closed,Approved,EMP005,2024-11-13,Fully Received,FOB Origin,"829 Oak Ave, Los Angeles, NY 14480",Keep in warehouse,2024-11-06T10:00:00Z,HR Team
1203,PO1203,PO-2024-1203,VEND080,Ecolab Inc.,EMP026,Amanda Thomas,DEPT006,Sales,2024-08-22,2024-09-13,2024-09-10,INR,PT004,Net 45,492673.13,49267.31,1701.73,543642.17,Closed,Approved,EMP028,2024-08-24,Fully Received,FOB Destination,"796 Park Blvd, Phoenix, IL 78554",Urgent,2024-08-22T12:00:00Z,Procurement Team
1204,PO1204,PO-2025-1204,VEND025,ABB Ltd,EMP021,Brian Thompson,DEPT001,Finance,2025-06-11,2025-07-11,2025-07-14,GBP,PT007,2/10 Net 30,100392.34,10039.23,3456.83,113888.4,Pending Approval,Approved,EMP003,2025-06-15,Not Received,CIF,"306 Main St, Los Angeles, TX 68274",Urgent,2025-06-11T12:00:00Z,Procurement Team
1205,PO1205,PO-2025-1205,VEND013,Quick Logistics,EMP035,Joseph Wilson,DEPT005,Human Resources,2025-05-05,2025-05-23,2025-05-21,GBP,PT006,Net 90,55103.58,5510.36,0,60613.94,Closed,Submitted,None,None,Fully Received,FOB Origin,"329 Market St, Phoenix, NY 76521",Keep in warehouse,2025-05-05T11:00:00Z,IT Team
1206,PO1206,PO-2023-1206,VEND066,Jones Lang LaSalle,EMP007,James Wilson,DEPT007,Marketing,2023-01-01,2023-01-29,None,CHF,PT006,Net 90,373428.32,18671.42,2309.47,394409.21,Pending Approval,Approved,EMP025,2023-01-05,Not Received,CIF,"893 Main St, Houston, IL 43195",Expedite shipping,2023-01-01T16:00:00Z,Sales Team
1207,PO1207,PO-2023-1207,VEND076,Comcast Business,EMP025,Jason Harris,DEPT005,Human Resources,2023-02-15,2023-03-17,2023-03-18,GBP,PT002,Net 15,314274.17,0,2391,316665.17,Partially Received,Approved,EMP003,2023-02-17,Partially Received,FOB Origin,"831 Market St, Houston, IL 21537",Keep in warehouse,2023-02-15T15:00:00Z,IT Team
1208,PO1208,PO-2025-1208,VEND046,Lenovo Group Limited,EMP013,Kevin Moore,DEPT003,Operations,2025-03-01,2025-03-25,2025-03-29,INR,PT004,Net 45,329861.33,32986.13,1594.23,364441.69,Partially Received,Approved,EMP008,2025-03-03,Partially Received,FOB Destination,"959 Market St, Los Angeles, TX 18108",Keep in warehouse,2025-03-01T08:00:00Z,HR Team
1209,PO1209,PO-2025-1209,VEND067,"CBRE Group, Inc.",EMP023,Richard Martinez,DEPT003,Operations,2025-06-02,2025-07-17,2025-07-12,EUR,PT003,Net 30,16101.5,1610.15,245.23,17956.88,Closed,Approved,EMP002,2025-06-04,Fully Received,CIF,"862 Market St, Houston, NY 81798",Urgent,2025-06-02T08:00:00Z,IT Team
1210,PO1210,PO-2024-1210,VEND010,Tech Solutions Ltd,EMP024,Kimberly White,DEPT004,Information Technology,2024-05-09,2024-06-20,None,USD,PT003,Net 30,427996.14,21399.81,0,449395.95,Closed,Approved,EMP006,2024-05-10,Fully Received,CIF,"493 Park Blvd, Houston, CA 62345",Call before delivery,2024-05-09T12:00:00Z,Finance Team
1211,PO1211,PO-2024-1211,VEND018,Summit Systems,EMP037,Christopher Lee,DEPT007,Marketing,2024-06-03,2024-06-20,None,EUR,PT006,Net 90,130432.28,13043.23,3632.76,147108.27,Partially Received,Approved,EMP003,2024-06-10,Partially Received,CIF,"166 Oak Ave, Los Angeles, TX 61510",Urgent,2024-06-03T14:00:00Z,Marketing Team
1212,PO1212,PO-2026-1212,VEND057,Ernst & Young LLP,EMP019,Rachel Rodriguez,DEPT009,Warehouse & Logistics,2026-05-06,2026-06-07,None,INR,PT001,Immediate,125253.22,0,0,125253.22,Pending Approval,Submitted,None,None,Not Received,FOB Destination,"235 Market St, Chicago, CA 52183",Expedite shipping,2026-05-06T08:00:00Z,IT Team
1213,PO1213,PO-2026-1213,VEND038,Penske Logistics,EMP003,Michael Johnson,DEPT003,Operations,2026-03-24,2026-05-02,None,SEK,PT007,2/10 Net 30,24337.25,1216.86,0,25554.11,Open,Draft,None,None,Not Received,FOB Origin,"658 Market St, Chicago, IL 96541",,2026-03-24T08:00:00Z,Procurement Team
1214,PO1214,PO-2026-1214,VEND065,Sodexo S.A.,EMP023,Richard Martinez,DEPT003,Operations,2026-12-21,2027-02-03,2027-02-01,INR,PT004,Net 45,10927.83,1967.01,0,12894.84,Cancelled,Rejected,None,None,Not Received,CIF,"318 Park Blvd, Houston, CA 17435",Urgent,2026-12-21T12:00:00Z,Sales Team
1215,PO1215,PO-2025-1215,VEND025,ABB Ltd,EMP036,Kimberly Wright,DEPT006,Sales,2025-04-27,2025-06-05,2025-06-09,GBP,PT006,Net 90,163703.96,29466.71,0,193170.67,Closed,Submitted,None,None,Fully Received,CIF,"848 Market St, New York, NY 22845",Keep in warehouse,2025-04-27T10:00:00Z,IT Team
1216,PO1216,PO-2024-1216,VEND030,Bosch Rexroth AG,EMP033,Timothy Rodriguez,DEPT003,Operations,2024-03-26,2024-04-14,None,CHF,PT005,Net 60,52613.7,2630.68,0,55244.38,Cancelled,Submitted,None,None,Not Received,Ex-Works,"948 Park Blvd, Chicago, NY 40801",,2024-03-26T12:00:00Z,Procurement Team
1217,PO1217,PO-2026-1217,VEND044,IBM Corporation,EMP020,Laura Adams,DEPT010,Executive Management,2026-02-17,2026-04-02,2026-03-28,SEK,PT006,Net 90,136575.26,6828.76,0,143404.02,Partially Received,Rejected,None,None,Partially Received,FOB Origin,"447 Market St, Phoenix, CA 59732",Expedite shipping,2026-02-17T15:00:00Z,Marketing Team
1218,PO1218,PO-2026-1218,VEND069,ADT Inc.,EMP003,Michael Johnson,DEPT003,Operations,2026-10-28,2026-11-29,2026-11-30,EUR,PT002,Net 15,125092.29,0,1306.29,126398.58,Closed,Approved,EMP014,2026-11-04,Fully Received,Ex-Works,"497 Main St, Houston, AZ 57998",,2026-10-28T10:00:00Z,IT Team
1219,PO1219,PO-2025-1219,VEND038,Penske Logistics,EMP033,Timothy Rodriguez,DEPT003,Operations,2025-03-25,2025-05-09,2025-05-11,SEK,PT003,Net 30,336625.01,0,2594.78,339219.79,Closed,Approved,EMP021,2025-03-30,Fully Received,FOB Origin,"375 Park Blvd, Houston, AZ 57670",,2025-03-25T11:00:00Z,IT Team
1220,PO1220,PO-2023-1220,VEND033,Maersk Line,EMP032,Susan Clark,DEPT002,Procurement,2023-10-01,2023-10-31,2023-11-04,SEK,PT007,2/10 Net 30,263579.66,47444.34,3443.63,314467.63,Closed,Approved,EMP021,2023-10-07,Fully Received,CIF,"875 Park Blvd, Phoenix, TX 38220",Expedite shipping,2023-10-01T17:00:00Z,Marketing Team
1221,PO1221,PO-2025-1221,VEND067,"CBRE Group, Inc.",EMP039,David Nguyen,DEPT009,Warehouse & Logistics,2025-04-04,2025-05-05,2025-05-05,EUR,PT007,2/10 Net 30,301074.14,0,1424.51,302498.65,Closed,Approved,EMP010,2025-04-11,Fully Received,CIF,"474 Oak Ave, Phoenix, IL 33081",Urgent,2025-04-04T08:00:00Z,HR Team
1222,PO1222,PO-2026-1222,VEND030,Bosch Rexroth AG,EMP015,Mark Davis,DEPT005,Human Resources,2026-07-14,2026-07-29,2026-07-29,CHF,PT001,Immediate,381895.2,68741.14,0,450636.34,Open,Approved,EMP026,2026-07-18,Not Received,CIF,"636 Oak Ave, Los Angeles, CA 73930",,2026-07-14T14:00:00Z,IT Team
1223,PO1223,PO-2025-1223,VEND070,Tyco International,EMP001,David Chen,DEPT001,Finance,2025-09-14,2025-10-10,2025-10-09,GBP,PT002,Net 15,251578.26,0,507.44,252085.7,Closed,Submitted,None,None,Fully Received,CIF,"645 Market St, Phoenix, AZ 92759",Keep in warehouse,2025-09-14T16:00:00Z,Marketing Team
1224,PO1224,PO-2025-1224,VEND082,Grainger Inc.,EMP001,David Chen,DEPT001,Finance,2025-05-12,2025-06-14,None,GBP,PT005,Net 60,369038.61,18451.93,4251.85,391742.39,Closed,Approved,EMP008,2025-05-17,Fully Received,CIF,"365 Market St, New York, NY 53268",Call before delivery,2025-05-12T17:00:00Z,Marketing Team
1225,PO1225,PO-2023-1225,VEND074,Verizon Business Group,EMP003,Michael Johnson,DEPT003,Operations,2023-12-27,2024-01-29,2024-01-26,EUR,PT006,Net 90,367869.71,73573.94,0,441443.65,Closed,Submitted,None,None,Fully Received,CIF,"239 Main St, Houston, IL 35884",Keep in warehouse,2023-12-27T15:00:00Z,Sales Team
1226,PO1226,PO-2024-1226,VEND094,Timken Company,EMP036,Kimberly Wright,DEPT006,Sales,2024-05-24,2024-06-19,2024-06-18,SEK,PT003,Net 30,367579.78,73515.96,3750.16,444845.9,Closed,Approved,EMP019,2024-05-29,Fully Received,FOB Destination,"472 Market St, Phoenix, CA 86509",Keep in warehouse,2024-05-24T15:00:00Z,Procurement Team
1227,PO1227,PO-2026-1227,VEND014,Modern Office Co,EMP004,Jessica Martinez,DEPT004,Information Technology,2026-09-18,2026-10-04,2026-10-02,USD,PT003,Net 30,202279.63,20227.96,3007.22,225514.81,Closed,Approved,EMP034,2026-09-20,Fully Received,CIF,"361 Park Blvd, Los Angeles, TX 19809",Urgent,2026-09-18T14:00:00Z,Sales Team
1228,PO1228,PO-2025-1228,VEND084,McMaster-Carr,EMP027,Nancy Davis,DEPT007,Marketing,2025-06-19,2025-07-23,None,GBP,PT003,Net 30,35409.17,1770.46,0,37179.63,Open,Approved,EMP002,2025-06-26,Not Received,FOB Origin,"653 Park Blvd, Los Angeles, CA 68199",Expedite shipping,2025-06-19T11:00:00Z,Sales Team
1229,PO1229,PO-2025-1229,VEND082,Grainger Inc.,EMP009,Thomas Brown,DEPT009,Warehouse & Logistics,2025-08-04,2025-09-10,2025-09-08,GBP,PT007,2/10 Net 30,298835.12,59767.02,0,358602.14,Partially Received,Approved,EMP025,2025-08-07,Partially Received,FOB Destination,"694 Market St, Los Angeles, CA 37036",Expedite shipping,2025-08-04T16:00:00Z,HR Team
1230,PO1230,PO-2023-1230,VEND026,General Electric,EMP032,Susan Clark,DEPT002,Procurement,2023-11-17,2023-12-18,2023-12-22,SEK,PT001,Immediate,213864.88,21386.49,0,235251.37,Closed,Approved,EMP016,2023-11-23,Fully Received,FOB Origin,"374 Market St, Los Angeles, NY 14188",,2023-11-17T16:00:00Z,Procurement Team
1231,PO1231,PO-2024-1231,VEND037,Atlas Air Worldwide,EMP020,Laura Adams,DEPT010,Executive Management,2024-03-19,2024-04-25,2024-04-20,CHF,PT005,Net 60,382105.71,68779.03,0,450884.74,Closed,Approved,EMP030,2024-03-23,Fully Received,Ex-Works,"968 Main St, Phoenix, IL 46991",Urgent,2024-03-19T16:00:00Z,Sales Team
1232,PO1232,PO-2023-1232,VEND007,Staples Inc.,EMP024,Kimberly White,DEPT004,Information Technology,2023-02-05,2023-03-07,2023-03-12,EUR,PT002,Net 15,97506.05,19501.21,1350.51,118357.77,Closed,Submitted,None,None,Fully Received,FOB Origin,"972 Park Blvd, Phoenix, IL 84041",Urgent,2023-02-05T10:00:00Z,Marketing Team
1233,PO1233,PO-2024-1233,VEND010,Tech Solutions Ltd,EMP031,Charles Robinson,DEPT001,Finance,2024-07-09,2024-07-27,2024-07-31,USD,PT004,Net 45,13161.99,2632.4,4605.46,20399.85,Open,Submitted,None,None,Not Received,Ex-Works,"801 Market St, Houston, IL 76204",Urgent,2024-07-09T16:00:00Z,IT Team
1234,PO1234,PO-2025-1234,VEND100,ZF Friedrichshafen AG,EMP016,Steven Park,DEPT006,Sales,2025-12-19,2026-01-13,2026-01-11,USD,PT002,Net 15,395775.57,0,2642.51,398418.08,Partially Received,Approved,EMP022,2025-12-23,Partially Received,FOB Destination,"110 Park Blvd, Phoenix, TX 63411",Keep in warehouse,2025-12-19T15:00:00Z,HR Team
1235,PO1235,PO-2024-1235,VEND075,T-Mobile for Business,EMP016,Steven Park,DEPT006,Sales,2024-08-17,2024-09-19,None,GBP,PT006,Net 90,285841.62,0,0,285841.62,Closed,Approved,EMP023,2024-08-23,Fully Received,Ex-Works,"772 Oak Ave, New York, NY 11045",,2024-08-17T11:00:00Z,Finance Team
1236,PO1236,PO-2024-1236,VEND012,Elite Services,EMP003,Michael Johnson,DEPT003,Operations,2024-04-08,2024-04-23,2024-04-20,SEK,PT002,Net 15,313740.36,56473.26,0,370213.62,Closed,Approved,EMP034,2024-04-15,Fully Received,FOB Destination,"980 Main St, Houston, NY 29368",Urgent,2024-04-08T12:00:00Z,Marketing Team
1237,PO1237,PO-2023-1237,VEND087,Hilti Corporation,EMP031,Charles Robinson,DEPT001,Finance,2023-12-10,2024-01-12,None,CHF,PT006,Net 90,214594.66,42918.93,183,257696.59,Closed,Approved,EMP013,2023-12-13,Fully Received,Ex-Works,"946 Park Blvd, Chicago, AZ 52133",Call before delivery,2023-12-10T16:00:00Z,HR Team
1238,PO1238,PO-2023-1238,VEND016,New Horizons,EMP032,Susan Clark,DEPT002,Procurement,2023-04-08,2023-05-21,2023-05-22,GBP,PT006,Net 90,416841.79,20842.09,0,437683.88,Open,Approved,EMP024,2023-04-15,Not Received,CIF,"673 Main St, Chicago, IL 98618",Keep in warehouse,2023-04-08T16:00:00Z,Procurement Team
1239,PO1239,PO-2023-1239,VEND068,Securitas AB,EMP014,Lisa Johnson,DEPT004,Information Technology,2023-07-16,2023-08-12,2023-08-12,EUR,PT001,Immediate,158597.78,15859.78,2725.62,177183.18,Partially Received,Approved,EMP024,2023-07-21,Partially Received,CIF,"270 Main St, Chicago, AZ 36998",Urgent,2023-07-16T14:00:00Z,Marketing Team
1240,PO1240,PO-2025-1240,VEND012,Elite Services,EMP036,Kimberly Wright,DEPT006,Sales,2025-08-31,2025-10-06,2025-10-09,SEK,PT005,Net 60,101414.37,5070.72,29.95,106515.04,Closed,Approved,EMP016,2025-09-03,Fully Received,FOB Destination,"937 Park Blvd, Los Angeles, TX 52087",Expedite shipping,2025-08-31T11:00:00Z,Marketing Team
1241,PO1241,PO-2024-1241,VEND060,Boston Consulting Group,EMP027,Nancy Davis,DEPT007,Marketing,2024-03-12,2024-04-06,2024-04-05,SEK,PT004,Net 45,255647.92,51129.58,0,306777.5,Open,Approved,EMP009,2024-03-14,Not Received,Ex-Works,"239 Park Blvd, New York, CA 36800",Keep in warehouse,2024-03-12T14:00:00Z,IT Team
1242,PO1242,PO-2024-1242,VEND098,Michelin North America,EMP027,Nancy Davis,DEPT007,Marketing,2024-11-08,2024-12-05,None,USD,PT005,Net 60,193176.77,9658.84,2235.5,205071.11,Partially Received,Approved,EMP021,2024-11-09,Partially Received,Ex-Works,"730 Oak Ave, Los Angeles, AZ 38789",Urgent,2024-11-08T15:00:00Z,Finance Team
1243,PO1243,PO-2023-1243,VEND061,Bain & Company,EMP006,Amanda Lee,DEPT006,Sales,2023-01-06,2023-01-31,2023-01-30,INR,PT001,Immediate,473939.95,94787.99,1006.7,569734.64,Open,Approved,EMP013,2023-01-09,Not Received,Ex-Works,"331 Oak Ave, Phoenix, AZ 34987",Keep in warehouse,2023-01-06T12:00:00Z,Finance Team
1244,PO1244,PO-2024-1244,VEND028,Emerson Electric Co.,EMP014,Lisa Johnson,DEPT004,Information Technology,2024-08-16,2024-09-23,2024-09-21,INR,PT007,2/10 Net 30,143246.41,7162.32,3086.8,153495.53,Open,Approved,EMP029,2024-08-22,Not Received,CIF,"777 Market St, Los Angeles, IL 94457",,2024-08-16T15:00:00Z,Marketing Team
1245,PO1245,PO-2023-1245,VEND073,AT&T Business,EMP011,Daniel Anderson,DEPT001,Finance,2023-05-04,2023-06-11,2023-06-16,SEK,PT003,Net 30,467088.38,23354.42,2395.23,492838.03,Closed,Approved,EMP018,2023-05-09,Fully Received,CIF,"776 Oak Ave, Los Angeles, CA 97574",,2023-05-04T08:00:00Z,Finance Team
1246,PO1246,PO-2023-1246,VEND035,Expeditors International,EMP035,Joseph Wilson,DEPT005,Human Resources,2023-06-18,2023-07-22,None,GBP,PT001,Immediate,403944.02,40394.4,0,444338.42,Partially Received,Submitted,None,None,Partially Received,FOB Origin,"701 Main St, New York, AZ 77749",Call before delivery,2023-06-18T11:00:00Z,Sales Team
1247,PO1247,PO-2026-1247,VEND060,Boston Consulting Group,EMP001,David Chen,DEPT001,Finance,2026-08-13,2026-09-19,None,SEK,PT004,Net 45,496236,89322.48,169.45,585727.93,Closed,Approved,EMP026,2026-08-14,Fully Received,CIF,"105 Market St, Los Angeles, CA 66048",Urgent,2026-08-13T09:00:00Z,IT Team
1248,PO1248,PO-2024-1248,VEND038,Penske Logistics,EMP021,Brian Thompson,DEPT001,Finance,2024-12-11,2025-01-06,2025-01-07,SEK,PT003,Net 30,326625.83,58792.65,3924.21,389342.69,Pending Approval,Approved,EMP024,2024-12-13,Not Received,Ex-Works,"952 Park Blvd, New York, AZ 31285",Expedite shipping,2024-12-11T10:00:00Z,HR Team
1249,PO1249,PO-2026-1249,VEND076,Comcast Business,EMP034,Angela Martinez,DEPT004,Information Technology,2026-07-21,2026-08-12,None,GBP,PT006,Net 90,68012.46,12242.24,0,80254.7,Closed,Approved,EMP032,2026-07-25,Fully Received,CIF,"694 Park Blvd, Chicago, IL 32452",Keep in warehouse,2026-07-21T10:00:00Z,Sales Team
1250,PO1250,PO-2024-1250,VEND096,Gates Corporation,EMP033,Timothy Rodriguez,DEPT003,Operations,2024-10-26,2024-12-08,2024-12-06,EUR,PT005,Net 60,253964.86,0,2560.71,256525.57,Open,Approved,EMP015,2024-10-28,Not Received,Ex-Works,"826 Market St, Los Angeles, CA 59845",Urgent,2024-10-26T14:00:00Z,Sales Team
1251,PO1251,PO-2026-1251,VEND089,DeWalt Industrial Tool Co.,EMP013,Kevin Moore,DEPT003,Operations,2026-08-07,2026-09-07,2026-09-07,INR,PT002,Net 15,398303.84,0,0,398303.84,Open,Approved,EMP028,2026-08-13,Not Received,FOB Origin,"291 Oak Ave, Los Angeles, IL 67806",Expedite shipping,2026-08-07T17:00:00Z,Finance Team
1252,PO1252,PO-2026-1252,VEND034,C.H. Robinson Worldwide,EMP033,Timothy Rodriguez,DEPT003,Operations,2026-12-14,2026-12-30,2026-12-30,SEK,PT004,Net 45,445695.25,44569.53,0,490264.78,Open,Approved,EMP012,2026-12-16,Not Received,FOB Origin,"342 Main St, Chicago, AZ 86488",,2026-12-14T10:00:00Z,Procurement Team
1253,PO1253,PO-2026-1253,VEND036,Kuehne + Nagel,EMP035,Joseph Wilson,DEPT005,Human Resources,2026-03-31,2026-04-28,None,INR,PT007,2/10 Net 30,25552.12,2555.21,2560.02,30667.35,Closed,Approved,EMP008,2026-04-01,Fully Received,Ex-Works,"347 Market St, Los Angeles, CA 77882",Call before delivery,2026-03-31T14:00:00Z,Sales Team
1254,PO1254,PO-2025-1254,VEND004,Dell Technologies,EMP021,Brian Thompson,DEPT001,Finance,2025-09-21,2025-10-14,2025-10-18,CHF,PT005,Net 60,238677.36,42961.92,262.86,281902.14,Partially Received,Submitted,None,None,Partially Received,Ex-Works,"870 Oak Ave, Phoenix, TX 79637",Expedite shipping,2025-09-21T17:00:00Z,Procurement Team
1255,PO1255,PO-2023-1255,VEND060,Boston Consulting Group,EMP023,Richard Martinez,DEPT003,Operations,2023-12-31,2024-01-28,2024-01-30,SEK,PT005,Net 60,314518.68,15725.93,4722.35,334966.96,Closed,Approved,EMP020,2024-01-04,Fully Received,FOB Destination,"172 Park Blvd, Los Angeles, IL 60230",,2023-12-31T12:00:00Z,Marketing Team
1256,PO1256,PO-2025-1256,VEND052,Moody's Analytics,EMP022,Cynthia Lewis,DEPT002,Procurement,2025-05-21,2025-06-05,None,GBP,PT004,Net 45,280392.73,56078.55,0,336471.28,Closed,Approved,EMP029,2025-05-25,Fully Received,FOB Destination,"811 Park Blvd, Los Angeles, AZ 72612",Keep in warehouse,2025-05-21T10:00:00Z,Finance Team
1257,PO1257,PO-2024-1257,VEND028,Emerson Electric Co.,EMP032,Susan Clark,DEPT002,Procurement,2024-09-14,2024-10-03,2024-10-08,INR,PT001,Immediate,467484.1,23374.21,0,490858.31,Open,Approved,EMP010,2024-09-15,Not Received,FOB Destination,"195 Main St, New York, AZ 45144",Call before delivery,2024-09-14T09:00:00Z,IT Team
1258,PO1258,PO-2025-1258,VEND005,Microsoft Corporation,EMP022,Cynthia Lewis,DEPT002,Procurement,2025-04-29,2025-05-25,2025-05-29,SEK,PT007,2/10 Net 30,226350.33,40743.06,0,267093.39,Closed,Approved,EMP034,2025-05-05,Fully Received,FOB Destination,"494 Park Blvd, Houston, TX 17689",Urgent,2025-04-29T11:00:00Z,Marketing Team
1259,PO1259,PO-2024-1259,VEND075,T-Mobile for Business,EMP040,Melissa Torres,DEPT010,Executive Management,2024-07-08,2024-07-31,2024-08-03,GBP,PT007,2/10 Net 30,301549.97,15077.5,0,316627.47,Closed,Approved,EMP015,2024-07-10,Fully Received,Ex-Works,"924 Park Blvd, Los Angeles, AZ 96172",Keep in warehouse,2024-07-08T09:00:00Z,Procurement Team
1260,PO1260,PO-2025-1260,VEND007,Staples Inc.,EMP001,David Chen,DEPT001,Finance,2025-01-11,2025-01-29,None,EUR,PT006,Net 90,186193.19,9309.66,0,195502.85,Open,Draft,None,None,Not Received,CIF,"700 Main St, Houston, TX 72013",Urgent,2025-01-11T13:00:00Z,Finance Team
1261,PO1261,PO-2026-1261,VEND005,Microsoft Corporation,EMP036,Kimberly Wright,DEPT006,Sales,2026-04-24,2026-05-23,2026-05-24,SEK,PT003,Net 30,78321.95,3916.1,2788.74,85026.79,Open,Approved,EMP029,2026-04-30,Not Received,FOB Destination,"517 Oak Ave, Houston, TX 40784",Keep in warehouse,2026-04-24T11:00:00Z,Finance Team
1262,PO1262,PO-2024-1262,VEND066,Jones Lang LaSalle,EMP035,Joseph Wilson,DEPT005,Human Resources,2024-11-02,2024-11-30,2024-11-30,CHF,PT005,Net 60,223123.12,11156.16,0,234279.28,Open,Approved,EMP037,2024-11-06,Not Received,FOB Destination,"478 Park Blvd, Houston, TX 15966",Urgent,2024-11-02T12:00:00Z,Marketing Team
1263,PO1263,PO-2024-1263,VEND029,Rockwell Automation,EMP019,Rachel Rodriguez,DEPT009,Warehouse & Logistics,2024-06-25,2024-07-27,2024-08-01,USD,PT001,Immediate,303793.51,30379.35,2512.41,336685.27,Pending Approval,Approved,EMP007,2024-06-30,Not Received,FOB Destination,"544 Park Blvd, New York, IL 58628",Keep in warehouse,2024-06-25T10:00:00Z,IT Team
1264,PO1264,PO-2026-1264,VEND024,Schneider Electric,EMP009,Thomas Brown,DEPT009,Warehouse & Logistics,2026-04-26,2026-05-13,None,USD,PT006,Net 90,95948.54,17270.74,4176.24,117395.52,Cancelled,Approved,EMP035,2026-05-01,Not Received,FOB Origin,"390 Market St, Phoenix, AZ 35884",Expedite shipping,2026-04-26T15:00:00Z,Marketing Team
1265,PO1265,PO-2023-1265,VEND040,SAP SE,EMP008,Maria Garcia,DEPT008,Legal & Compliance,2023-10-21,2023-11-19,None,INR,PT001,Immediate,284236.15,14211.81,0,298447.96,Closed,Approved,EMP036,2023-10-27,Fully Received,Ex-Works,"507 Park Blvd, Houston, AZ 26414",Expedite shipping,2023-10-21T12:00:00Z,Finance Team
1266,PO1266,PO-2024-1266,VEND093,Regal Beloit Corporation,EMP027,Nancy Davis,DEPT007,Marketing,2024-03-27,2024-04-18,2024-04-16,CHF,PT007,2/10 Net 30,101986.27,0,3167.86,105154.13,Cancelled,Approved,EMP029,2024-03-31,Not Received,FOB Destination,"180 Park Blvd, New York, NY 70231",,2024-03-27T14:00:00Z,Finance Team
1267,PO1267,PO-2026-1267,VEND094,Timken Company,EMP013,Kevin Moore,DEPT003,Operations,2026-06-24,2026-07-13,2026-07-18,SEK,PT005,Net 60,429225.05,21461.25,0,450686.3,Closed,Approved,EMP018,2026-06-26,Fully Received,FOB Origin,"281 Market St, Chicago, NY 59362",Expedite shipping,2026-06-24T13:00:00Z,Marketing Team
1268,PO1268,PO-2024-1268,VEND020,Alpha Industries,EMP008,Maria Garcia,DEPT008,Legal & Compliance,2024-03-10,2024-04-16,None,SEK,PT007,2/10 Net 30,344323.87,34432.39,0,378756.26,Closed,Approved,EMP014,2024-03-13,Fully Received,FOB Origin,"363 Oak Ave, Phoenix, IL 25133",Keep in warehouse,2024-03-10T14:00:00Z,Procurement Team
1269,PO1269,PO-2023-1269,VEND013,Quick Logistics,EMP022,Cynthia Lewis,DEPT002,Procurement,2023-10-08,2023-11-10,None,GBP,PT006,Net 90,293640.61,58728.12,2350.85,354719.58,Closed,Rejected,None,None,Fully Received,Ex-Works,"433 Market St, Chicago, CA 15995",Call before delivery,2023-10-08T12:00:00Z,Finance Team
1270,PO1270,PO-2025-1270,VEND016,New Horizons,EMP011,Daniel Anderson,DEPT001,Finance,2025-09-18,2025-10-26,None,GBP,PT001,Immediate,67045.03,6704.5,4287.18,78036.71,Partially Received,Approved,EMP009,2025-09-20,Partially Received,FOB Origin,"340 Oak Ave, Phoenix, CA 35019",Keep in warehouse,2025-09-18T11:00:00Z,IT Team
1271,PO1271,PO-2023-1271,VEND085,Fastenal Company,EMP025,Jason Harris,DEPT005,Human Resources,2023-12-22,2024-02-04,2024-02-05,SEK,PT002,Net 15,239559.48,0,0,239559.48,Open,Approved,EMP026,2023-12-29,Not Received,Ex-Works,"114 Market St, Houston, AZ 17796",Call before delivery,2023-12-22T17:00:00Z,HR Team
1272,PO1272,PO-2025-1272,VEND043,Cisco Systems Inc.,EMP001,David Chen,DEPT001,Finance,2025-01-22,2025-02-17,2025-02-22,GBP,PT002,Net 15,367594.48,36759.45,0,404353.93,Open,Approved,EMP023,2025-01-29,Not Received,FOB Destination,"783 Park Blvd, Los Angeles, IL 80835",,2025-01-22T13:00:00Z,Sales Team
1273,PO1273,PO-2025-1273,VEND033,Maersk Line,EMP040,Melissa Torres,DEPT010,Executive Management,2025-11-16,2025-12-29,None,SEK,PT006,Net 90,326364.56,16318.23,0,342682.79,Pending Approval,Approved,EMP027,2025-11-21,Not Received,FOB Origin,"908 Oak Ave, Houston, AZ 51115",Keep in warehouse,2025-11-16T12:00:00Z,HR Team
1274,PO1274,PO-2026-1274,VEND042,"VMware, Inc.",EMP037,Christopher Lee,DEPT007,Marketing,2026-11-28,2026-12-17,2026-12-19,SEK,PT007,2/10 Net 30,251824.19,25182.42,0,277006.61,Closed,Approved,EMP024,2026-11-29,Fully Received,FOB Origin,"306 Oak Ave, Phoenix, IL 79672",Urgent,2026-11-28T15:00:00Z,Finance Team
1275,PO1275,PO-2026-1275,VEND070,Tyco International,EMP022,Cynthia Lewis,DEPT002,Procurement,2026-01-04,2026-02-03,None,GBP,PT005,Net 60,94470.85,17004.75,0,111475.6,Open,Approved,EMP032,2026-01-11,Not Received,FOB Destination,"468 Market St, Los Angeles, AZ 16166",Keep in warehouse,2026-01-04T14:00:00Z,Finance Team
1276,PO1276,PO-2025-1276,VEND064,Aramark Corporation,EMP028,Peter Garcia,DEPT008,Legal & Compliance,2025-07-09,2025-08-02,2025-07-31,EUR,PT004,Net 45,329470.8,59304.74,0,388775.54,Open,Approved,EMP006,2025-07-14,Not Received,FOB Origin,"854 Park Blvd, Houston, NY 18515",Keep in warehouse,2025-07-09T09:00:00Z,Procurement Team
