id,invoice_item_id,invoice_id,line_number,item_code,description,quantity,unit,unit_price,discount,tax_rate,tax_amount,line_total,po_number,received_quantity,matching_status,notes
4185,INVREC01974-02,INVREC01974,2,GAT-001,Power Transmission Belts,47,Unit,3515.33,0,20,36196.29,165220.7,PO-2026-0360,47,Matched,Goods receipt confirmed.
4186,INVREC01975-01,INVREC01975,1,ALP-001,Heavy Machinery,1,Unit,129374.26,0,10,12937.43,129374.26,PO-2023-1101,1,Matched,Validated automatically.
4187,INVREC01975-02,INVREC01975,2,ALP-002,Spare Parts,10,Box,14026.89,0,10,14026.89,140268.93,PO-2023-1101,10,Matched,Validated automatically.
4188,INVREC01976-01,INVREC01976,1,GE-002,Medical Equipment,1,Unit,7501.26,0,20,1500.25,7501.26,PO-2026-1022,1,Matched,Three-way match completed.
4189,INVREC01976-02,INVREC01976,2,GE-001,Power Generation,2,Unit,4096.84,0,20,1638.74,8193.68,PO-2026-1022,2,Matched,Successfully matched against PO.
4190,INVREC01977-01,INVREC01977,1,DEW-002,Power Tools,6,Unit,17686.84,0,0,0,106121.06,PO-2023-1127,6,Matched,Goods receipt confirmed.
4191,INVREC01977-02,INVREC01977,2,DEW-001,Construction Tools,11,Unit,14320.31,0,0,0,157523.45,PO-2023-1127,11,Matched,Matched to purchase order.
4192,INVREC01978-01,INVREC01978,1,MOD-001,Office Desk,9,Unit,8100.95,0,20,14581.71,72908.56,PO-2024-1472,9,Matched,Goods receipt confirmed.
4193,INVREC01978-02,INVREC01978,2,MOD-002,Office Chair,10,Unit,12667.86,0,20,25335.72,126678.61,PO-2024-1472,10,Matched,Matched to purchase order.
4194,INVREC01979-01,INVREC01979,1,CUM-001,Engine Parts,5,Unit,26665.25,0,20,26665.25,133326.26,PO-2024-0508,5,Matched,Matched to purchase order.
4195,INVREC01979-02,INVREC01979,2,CUM-002,Generators,1,Unit,270461.84,0,20,54092.37,270461.84,PO-2024-0508,1,Matched,Successfully matched against PO.
4196,INVREC01980-01,INVREC01980,1,THO-001,Legal Research Software,5,User,14917.78,0,5,3729.44,74588.89,PO-2023-1362,5,Matched,Matched to purchase order.
4197,INVREC01980-02,INVREC01980,2,THO-002,Tax Software,5,User,23981.75,0,5,5995.44,119908.73,PO-2023-1362,5,Matched,Successfully matched against PO.
4198,INVREC01981-01,INVREC01981,1,CIS-002,Switch,4,Unit,16829.52,0,20,13463.61,67318.06,PO-2023-1028,4,Matched,Successfully matched against PO.
4199,INVREC01981-02,INVREC01981,2,CIS-001,Network Router,5,Unit,8020.87,0,20,8020.87,40104.37,PO-2023-1028,5,Matched,Ready for payment.
4200,INVREC01982-01,INVREC01982,1,UNI-002,Protective Gear,18,Unit,6665.43,0,10,11997.78,119977.79,PO-2023-0832,18,Matched,Matched to purchase order.
4201,INVREC01982-02,INVREC01982,2,UNI-001,Work Uniforms,20,Month,7475.54,7475.54,10,14951.08,149510.79,PO-2023-0832,20,Matched,Validated automatically.
4202,INVREC01983-01,INVREC01983,1,KUN-002,Air Freight,3,Shipment,4770.04,1144.81,5,658.27,14310.13,PO-2026-0422,3,Awaiting Approval,Pending goods receipt confirmation.
4203,INVREC01983-02,INVREC01983,2,KUN-001,Supply Chain Management,3,Month,8177.22,0,5,1283.82,24531.65,PO-2026-0422,2,Awaiting Approval,Pending goods receipt confirmation.
4204,INVREC01984-01,INVREC01984,1,IMP-002,Customs Brokerage,1,Shipment,219820.82,0,0,0,219820.82,PO-2025-0919,1,Matched,Goods receipt confirmed.
4205,INVREC01984-02,INVREC01984,2,IMP-001,Container Freight,2,Container,80364.6,0,0,0,160729.2,PO-2025-0919,2,Matched,Validated automatically.
4206,INVREC01985-01,INVREC01985,1,BOS-001,Hydraulic Systems,4,Unit,24368.29,0,10,9747.32,97473.15,PO-2024-0787,4,Matched,Three-way match completed.
4207,INVREC01985-02,INVREC01985,2,BOS-002,Linear Motion,3,Unit,41326.33,8678.53,10,12397.9,123979,PO-2024-0787,3,Matched,Matched to purchase order.
4208,INVREC01986-01,INVREC01986,1,BRI-002,Tire Services,5,Month,46335.16,13900.55,5,10888.76,231675.79,PO-2025-1132,5,Matched,Goods receipt confirmed.
4209,INVREC01986-02,INVREC01986,2,BRI-001,Tires,20,Unit,10702.41,0,5,11397.44,214048.29,PO-2025-1132,20,Matched,Successfully matched against PO.
4210,INVREC01987-01,INVREC01987,1,FES-002,Valves,29,Unit,392.28,0,10,1137.6,11376.02,PO-2024-1051,29,Matched,Matched to purchase order.
4211,INVREC01987-02,INVREC01987,2,FES-001,Pneumatic Systems,18,Unit,612.25,0,10,1102.05,11020.52,PO-2024-1051,18,Matched,Matched to purchase order.
4212,INVREC01988-01,INVREC01988,1,CHR-002,Warehousing,97,Pallet,895.72,0,10,8688.51,86885.09,PO-2023-0400,97,Matched,Successfully matched against PO.
4213,INVREC01988-02,INVREC01988,2,CHR-001,Freight Brokerage,10,Shipment,10356,0,10,10356,103560.01,PO-2023-0400,10,Matched,Ready for payment.
4214,INVREC01989-01,INVREC01989,1,PWC-001,Assurance Services,1,Project,121054.35,0,10,12105.44,121054.35,PO-2023-0843,1,Matched,Validated automatically.
4215,INVREC01989-02,INVREC01989,2,PWC-002,Advisory Services,29,Hour,3330.05,0,10,9657.15,96571.45,PO-2023-0843,29,Matched,Validated automatically.
4216,INVREC01990-01,INVREC01990,1,ATT-001,Phone Services,13,Line,494.12,0,0,0,6423.51,PO-2023-0047,13,Matched,Goods receipt confirmed.
4217,INVREC01990-02,INVREC01990,2,ATT-002,Internet Services,7,Month,547.63,0,0,0,3833.38,PO-2023-0047,7,Matched,Successfully matched against PO.
4218,INVREC01991-01,INVREC01991,1,JLL-002,Leasing Services,1,Project,199574.47,0,0,0,199574.47,PO-2026-0465,1,Matched,Ready for payment.
4219,INVREC01991-02,INVREC01991,2,JLL-001,Property Management,7,Month,29852.32,0,0,0,208966.21,PO-2026-0465,7,Matched,Successfully matched against PO.
4220,INVREC01992-01,INVREC01992,1,QL-001,Domestic Freight,32,Pallet,3888.83,0,10,12444.25,124442.54,PO-2023-0158,32,Matched,Three-way match completed.
4221,INVREC01992-02,INVREC01992,2,QL-002,Courier Services,28,Package,5193.43,0,10,14541.6,145416.01,PO-2023-0158,28,Matched,Goods receipt confirmed.
4222,INVREC01993-01,INVREC01993,1,JLL-001,Property Management,4,Month,7262.28,0,18,5228.84,29049.11,PO-2026-0975,4,Matched,Three-way match completed.
4223,INVREC01993-02,INVREC01993,2,JLL-002,Leasing Services,1,Project,56870.78,0,18,10236.74,56870.78,PO-2026-0975,1,Matched,Validated automatically.
4224,INVREC01994-01,INVREC01994,1,JCI-002,Building Automation,1,System,159242.7,9554.56,20,29937.63,159242.7,PO-2026-1315,1,Matched,Three-way match completed.
4225,INVREC01994-02,INVREC01994,2,JCI-001,HVAC System,1,Unit,308685.85,0,20,63648.08,308685.85,PO-2026-1315,1,Matched,Three-way match completed.
4226,INVREC01995-01,INVREC01995,1,PAR-001,Hydraulic Components,6,Unit,18392.27,0,18,19863.65,110353.59,PO-2023-1476,6,Matched,Successfully matched against PO.
4227,INVREC01995-02,INVREC01995,2,PAR-002,Seals & Gaskets,26,Box,9209.48,0,18,43100.36,239446.46,PO-2023-1476,26,Matched,Goods receipt confirmed.
4228,INVREC01996-01,INVREC01996,1,GEN-002,Miscellaneous Supplies,6,Each,9290.8,0,10,5574.48,55744.8,PO-2026-0516,6,Matched,Ready for payment.
4229,INVREC01996-02,INVREC01996,2,GEN-001,General Services,31,Hour,3887.33,0,10,12050.71,120507.14,PO-2026-0516,31,Matched,Three-way match completed.
4230,INVREC01997-01,INVREC01997,1,BRI-002,Tire Services,8,Month,19818.02,0,5,7927.21,158544.19,PO-2026-0527,8,Matched,Three-way match completed.
4231,INVREC01997-02,INVREC01997,2,BRI-001,Tires,13,Unit,9307.25,0,5,6049.71,120994.25,PO-2026-0527,13,Matched,Matched to purchase order.
4232,INVREC01998-01,INVREC01998,1,MSC-001,Metalworking Tools,12,Unit,13025.44,0,5,7815.26,156305.26,PO-2025-0084,12,Matched,Successfully matched against PO.
4233,INVREC01998-02,INVREC01998,2,MSC-002,Abrasives,26,Box,2605.09,0,5,3386.61,67732.28,PO-2025-0084,26,Matched,Ready for payment.
4234,INVREC01999-01,INVREC01999,1,ECO-002,Sanitation Services,2,Month,39688.7,0,18,14287.93,79377.39,PO-2023-0742,2,Matched,Successfully matched against PO.
4235,INVREC01999-02,INVREC01999,2,ECO-001,Cleaning Chemicals,19,Case,5691.44,0,18,19464.72,108137.31,PO-2023-0742,19,Matched,Goods receipt confirmed.
4236,INVREC02000-01,INVREC02000,1,CMX-001,Broadband Internet,6,Month,31793.38,0,0,0,190760.3,PO-2023-1207,6,Matched,Three-way match completed.
4237,INVREC02000-02,INVREC02000,2,CMX-002,Voice Services,42,Line,2940.81,0,0,0,123513.87,PO-2023-1207,42,Matched,Goods receipt confirmed.
4238,INVREC02001-01,INVREC02001,1,SFS-001,CRM License,63,User,3845.46,0,5,12113.19,242263.72,PO-2025-0165,50,Awaiting Approval,Pending goods receipt confirmation.
4239,INVREC02001-02,INVREC02001,2,SFS-002,Sales Cloud,21,User,11288.27,0,5,11852.69,237053.74,PO-2025-0165,20,Awaiting Approval,Pending goods receipt confirmation.
4240,INVREC02002-01,INVREC02002,1,ECO-002,Sanitation Services,4,Month,4691.06,0,20,3752.85,18764.26,PO-2026-0248,4,Matched,Matched to purchase order.
4241,INVREC02002-02,INVREC02002,2,ECO-001,Cleaning Chemicals,13,Case,1670.23,0,20,4342.59,21712.93,PO-2026-0248,13,Matched,Matched to purchase order.
4242,INVREC02003-01,INVREC02003,1,CAT-001,Construction Equipment,1,Unit,7932.77,793.28,10,713.95,7932.77,PO-2024-0055,1,Matched,Matched to purchase order.
4243,INVREC02003-02,INVREC02003,2,CAT-002,Spare Parts,15,Box,1283.11,0,10,2004,19246.71,PO-2024-0055,15,Matched,Validated automatically.
4244,INVREC02004-01,INVREC02004,1,SEC-002,Access Control Systems,8,Unit,10598.11,0,5,4239.25,84784.91,PO-2024-0706,8,Matched,Successfully matched against PO.
4245,INVREC02004-02,INVREC02004,2,SEC-001,Security Guard Services,135,Hour,805.78,0,5,5439.03,108780.65,PO-2024-0706,135,Matched,Three-way match completed.
4246,INVREC02005-01,INVREC02005,1,VGT-001,Server Equipment,2,Unit,23875.13,0,0,0,47750.26,PO-2026-1343,2,Matched,Ready for payment.
4247,INVREC02005-02,INVREC02005,2,VGT-003,Storage Array,1,Unit,55563.93,0,0,0,55563.93,PO-2026-1343,1,Matched,Successfully matched against PO.
4248,INVREC02005-03,INVREC02005,3,VGT-002,Network Switch,7,Unit,4837.04,0,0,0,33859.27,PO-2026-1343,7,Matched,Ready for payment.
4249,INVREC02006-01,INVREC02006,1,WWG-001,MRO Supplies,15,Box,12793.93,0,18,34543.61,191908.92,PO-2023-0754,15,Matched,Three-way match completed.
4250,INVREC02006-02,INVREC02006,2,WWG-002,HVAC Parts,2,Unit,48394.42,0,18,17421.99,96788.84,PO-2023-0754,2,Matched,Matched to purchase order.
4251,INVREC02007-01,INVREC02007,1,JLL-002,Leasing Services,2,Project,11168.92,0,5,1116.89,22337.83,PO-2026-1014,2,Matched,Goods receipt confirmed.
4252,INVREC02007-02,INVREC02007,2,JLL-001,Property Management,12,Month,2176.74,0,5,1306.04,26120.84,PO-2026-1014,12,Matched,Validated automatically.
4253,INVREC02008-01,INVREC02008,1,MOD-001,Office Desk,1,Unit,155587.59,0,5,7779.38,155587.59,PO-2024-0748,1,Matched,Three-way match completed.
4254,INVREC02008-02,INVREC02008,2,MOD-002,Office Chair,9,Unit,21147.83,0,5,9516.52,190330.44,PO-2024-0748,9,Matched,Successfully matched against PO.
4255,INVREC02009-01,INVREC02009,1,SCH-001,Energy Management,3,System,50261.17,0,18,27141.03,150783.52,PO-2024-0776,3,Matched,Validated automatically.
4256,INVREC02009-02,INVREC02009,2,SCH-002,Electrical Components,17,Unit,7304.39,0,18,22351.44,124174.67,PO-2024-0776,17,Matched,Three-way match completed.
4257,INVREC02010-01,INVREC02010,1,SEC-002,Access Control Systems,3,Unit,1570.66,0,20,942.4,4711.99,PO-2023-0788,3,Matched,Successfully matched against PO.
4258,INVREC02010-02,INVREC02010,2,SEC-001,Security Guard Services,154,Hour,45.17,0,20,1391.16,6955.8,PO-2023-0788,154,Matched,Matched to purchase order.
4259,INVREC02011-01,INVREC02011,1,MS-AZ,Azure Subscription,3,Month,9570.66,0,18,5168.16,28711.98,PO-2026-0863,3,Awaiting Approval,Pending goods receipt confirmation.
4260,INVREC02011-02,INVREC02011,2,MS-PBI,Power BI Pro,100,Seat,478.53,0,18,8613.59,47853.29,PO-2026-0863,76,Awaiting Approval,Pending goods receipt confirmation.
4261,INVREC02012-01,INVREC02012,1,SUM-002,Implementation Service,12,Hour,4077.31,0,5,2446.38,48927.69,PO-2023-0080,12,Matched,Matched to purchase order.
4262,INVREC02012-02,INVREC02012,2,SUM-001,Software License,44,User,919.8,0,5,2023.55,40471.06,PO-2023-0080,44,Matched,Successfully matched against PO.
4263,INVREC02013-01,INVREC02013,1,PWC-001,Assurance Services,1,Project,164611,0,0,0,164611,PO-2026-0343,1,Matched,Successfully matched against PO.
4264,INVREC02013-02,INVREC02013,2,PWC-002,Advisory Services,30,Hour,5638.4,0,0,0,169152,PO-2026-0343,30,Matched,Ready for payment.
4265,INVREC02014-01,INVREC02014,1,SAMI-02,Design Work,6,Hour,35179.7,0,5,10553.91,211078.18,PO-2026-0999,6,Matched,Validated automatically.
4266,INVREC02014-02,INVREC02014,2,SAMI-01,Consulting Services,3,Hour,29081.88,0,5,4362.28,87245.65,PO-2026-0999,3,Matched,Three-way match completed.
4267,INVREC02015-01,INVREC02015,1,HPE-002,Storage Array,5,Unit,19012.11,0,0,0,95060.56,PO-2025-1456,5,Matched,Matched to purchase order.
4268,INVREC02015-02,INVREC02015,2,HPE-001,Server,2,Unit,41908.42,0,0,0,83816.84,PO-2025-1456,2,Matched,Matched to purchase order.
4269,INVREC02016-01,INVREC02016,1,MAE-002,Freight Forwarding,3,Shipment,41304.65,0,18,22304.51,123913.94,PO-2023-1220,3,Matched,Successfully matched against PO.
4270,INVREC02016-02,INVREC02016,2,MAE-001,Container Shipping,5,Container,27933.14,0,18,25139.83,139665.72,PO-2023-1220,5,Matched,Goods receipt confirmed.
4271,INVREC02017-01,INVREC02017,1,NH-002,Market Analysis,2,Project,149974.83,0,5,14997.48,299949.65,PO-2023-1238,2,Awaiting Approval,Pending goods receipt confirmation.
4272,INVREC02017-02,INVREC02017,2,NH-001,Strategic Consulting,13,Hour,8991.7,0,5,5844.61,116892.14,PO-2023-1238,12,Awaiting Approval,Pending goods receipt confirmation.
4273,INVREC02018-01,INVREC02018,1,APP-003,iPhone,16,Unit,1696.38,0,5,1357.1,27142.05,PO-2026-1109,16,Matched,Validated automatically.
4274,INVREC02018-02,INVREC02018,2,APP-001,MacBook Pro,1,Unit,20295.4,0,5,1014.77,20295.4,PO-2026-1109,1,Matched,Matched to purchase order.
4275,INVREC02019-01,INVREC02019,1,WMI-001,Waste Collection,4,Month,5864.73,0,20,4691.79,23458.93,PO-2023-0806,4,Matched,Three-way match completed.
4276,INVREC02019-02,INVREC02019,2,WMI-002,Recycling Services,1,Month,43354.48,0,20,8670.9,43354.48,PO-2023-0806,1,Matched,Validated automatically.
4277,INVREC02020-01,INVREC02020,1,BRI-002,Tire Services,6,Month,9659.26,0,20,11591.11,57955.57,PO-2023-0619,4,Quantity Mismatch,Quantity exceeds PO by 31%.
4278,INVREC02020-02,INVREC02020,2,BRI-001,Tires,40,Unit,1388.52,0,20,11108.15,55540.76,PO-2023-0619,38,Quantity Mismatch,Quantity exceeds PO by 28%.
4279,INVREC02021-01,INVREC02021,1,FAS-002,Safety Supplies,26,Unit,3201.02,0,10,8322.66,83226.57,PO-2023-0852,26,Matched,Ready for payment.
4280,INVREC02021-02,INVREC02021,2,FAS-001,Industrial Fasteners,78,Box,1371.87,0,10,10700.56,107005.58,PO-2023-0852,78,Matched,Goods receipt confirmed.
4281,INVREC02022-01,INVREC02022,1,DEL-001,Audit Services,1,Project,114611.67,5730.58,18,19598.6,114611.67,PO-2025-0801,1,Matched,Goods receipt confirmed.
4282,INVREC02022-02,INVREC02022,2,DEL-002,Tax Consulting,12,Hour,6208.13,0,18,14441.07,74497.59,PO-2025-0801,12,Matched,Ready for payment.
4283,INVREC02023-01,INVREC02023,1,IBM-002,Consulting Services,5,Hour,12471.3,0,18,11224.17,62356.48,PO-2023-0195,5,Matched,Matched to purchase order.
4284,INVREC02023-02,INVREC02023,2,IBM-001,Mainframe Hardware,1,Unit,30869.54,0,18,5556.52,30869.54,PO-2023-0195,1,Matched,Ready for payment.
4285,INVREC02024-01,INVREC02024,1,ATL-001,Air Cargo Charter,1,Flight,344509.77,0,10,34450.98,344509.77,PO-2025-0981,1,Matched,Ready for payment.
4286,INVREC02025-01,INVREC02025,1,APP-001,MacBook Pro,2,Unit,56390,0,10,11278,112780,PO-2026-1475,2,Matched,Ready for payment.
4287,INVREC02025-02,INVREC02025,2,APP-002,iPad,11,Unit,16928.92,0,10,18621.81,186218.15,PO-2026-1475,11,Matched,Successfully matched against PO.
4288,INVREC02025-03,INVREC02025,3,APP-003,iPhone,27,Unit,4905.59,0,10,13245.09,132450.93,PO-2026-1475,27,Matched,Matched to purchase order.
4289,INVREC02026-01,INVREC02026,1,TIM-002,Lubrication Systems,6,Unit,25041.93,0,20,30050.32,150251.59,PO-2024-1226,6,Matched,Matched to purchase order.
4290,INVREC02026-02,INVREC02026,2,TIM-001,Bearings,5,Unit,43465.64,0,20,43465.64,217328.19,PO-2024-1226,5,Matched,Validated automatically.
4291,INVREC02027-01,INVREC02027,1,GE-002,Medical Equipment,2,Unit,95838.91,0,5,9583.89,191677.82,PO-2024-0834,2,Matched,Three-way match completed.
4292,INVREC02027-02,INVREC02027,2,GE-001,Power Generation,1,Unit,191677.83,0,5,9583.89,191677.83,PO-2024-0834,1,Matched,Validated automatically.
4293,INVREC02028-01,INVREC02028,1,MAK-001,Power Tools,10,Unit,12086.62,0,0,0,120866.2,PO-2026-0210,10,Matched,Ready for payment.
4294,INVREC02028-02,INVREC02028,2,MAK-002,Accessories,21,Box,12881.43,0,0,0,270510.06,PO-2026-0210,21,Matched,Goods receipt confirmed.
4295,INVREC02029-01,INVREC02029,1,SKF-002,Seals,19,Box,604.78,0,0,0,11490.82,PO-2023-0223,19,Matched,Three-way match completed.
4296,INVREC02029-02,INVREC02029,2,SKF-001,Industrial Bearings,32,Unit,470.53,0,0,0,15056.94,PO-2023-0223,32,Matched,Goods receipt confirmed.
4297,INVREC02030-01,INVREC02030,1,GAT-002,Hydraulic Hose,346,Foot,484.44,0,20,33523.04,167615.18,PO-2024-1169,346,Matched,Validated automatically.
4298,INVREC02030-02,INVREC02030,2,GAT-001,Power Transmission Belts,8,Unit,15713.92,0,20,25142.28,125711.38,PO-2024-1169,8,Matched,Goods receipt confirmed.
4299,INVREC02031-01,INVREC02031,1,SKF-002,Seals,3,Box,22611.39,0,10,6783.42,67834.16,PO-2024-0960,3,Matched,Validated automatically.
4300,INVREC02031-02,INVREC02031,2,SKF-001,Industrial Bearings,32,Unit,3123.94,0,10,9996.61,99966.13,PO-2024-0960,32,Matched,Ready for payment.
4301,INVREC02032-01,INVREC02032,1,ELT-001,Janitorial Services,15,Visit,10310.74,0,10,15466.11,154661.11,PO-2026-0139,15,Matched,Three-way match completed.
4302,INVREC02032-02,INVREC02032,2,ELT-002,Facility Maintenance,17,Hour,7960.5,0,10,13532.85,135328.48,PO-2026-0139,17,Matched,Three-way match completed.
4303,INVREC02033-01,INVREC02033,1,ABB-001,Power Automation,3,Unit,76096.63,0,0,0,228289.89,PO-2023-0936,3,Matched,Validated automatically.
4304,INVREC02033-02,INVREC02033,2,ABB-002,Drives & Motors,10,Unit,15381.23,6152.49,0,0,153812.34,PO-2023-0936,10,Matched,Successfully matched against PO.
4305,INVREC02034-01,INVREC02034,1,ZF-002,Industrial Drives,5,Unit,22927.8,0,20,22927.8,114639,PO-2024-1278,5,Matched,Goods receipt confirmed.
4306,INVREC02034-02,INVREC02034,2,ZF-001,Automotive Components,8,Unit,24801.71,0,20,39682.73,198413.66,PO-2024-1278,8,Matched,Goods receipt confirmed.
4307,INVREC02035-01,INVREC02035,1,MAE-001,Container Shipping,5,Container,51890.17,0,10,25945.08,259450.84,PO-2025-0062,5,Matched,Validated automatically.
4308,INVREC02035-02,INVREC02035,2,MAE-002,Freight Forwarding,2,Shipment,108584.98,0,10,21717,217169.96,PO-2025-0062,2,Matched,Validated automatically.
4309,INVREC02036-01,INVREC02036,1,ATL-001,Air Cargo Charter,1,Flight,382105.71,0,18,68779.03,382105.71,PO-2024-1231,1,Matched,Matched to purchase order.
4310,INVREC02037-01,INVREC02037,1,SEC-001,Security Guard Services,43,Hour,4116.01,0,18,31857.89,176988.3,PO-2025-0696,43,Matched,Validated automatically.
4311,INVREC02037-02,INVREC02037,2,SEC-002,Access Control Systems,8,Unit,30024.8,0,18,43235.71,240198.41,PO-2025-0696,8,Matched,Matched to purchase order.
4312,INVREC02038-01,INVREC02038,1,PAR-002,Seals & Gaskets,32,Box,8843.1,0,0,0,282979.29,PO-2024-0838,32,Matched,Ready for payment.
4313,INVREC02038-02,INVREC02038,2,PAR-001,Hydraulic Components,13,Unit,14697.81,0,0,0,191071.48,PO-2024-0838,13,Matched,Ready for payment.
4314,INVREC02039-01,INVREC02039,1,FES-001,Pneumatic Systems,20,Unit,10154.17,0,0,0,203083.45,PO-2026-0215,20,Matched,Matched to purchase order.
4315,INVREC02039-02,INVREC02039,2,FES-002,Valves,26,Unit,3478.81,0,0,0,90448.93,PO-2026-0215,26,Matched,Successfully matched against PO.
4316,INVREC02040-01,INVREC02040,1,PIN-001,Financial Advisory,5,Hour,1971.81,0,0,0,9859.07,PO-2026-0495,5,Matched,Goods receipt confirmed.
4317,INVREC02040-02,INVREC02040,2,PIN-002,Investment Services,1,Project,11405.58,0,0,0,11405.58,PO-2026-0495,1,Matched,Ready for payment.
4318,INVREC02041-01,INVREC02041,1,MCM-001,Fasteners,37,Box,3622.84,0,10,13404.51,134045.14,PO-2023-1017,37,Matched,Successfully matched against PO.
4319,INVREC02041-02,INVREC02041,2,MCM-002,Hardware,8,Each,32813.13,0,10,26250.51,262505.06,PO-2023-1017,8,Matched,Ready for payment.
4320,INVREC02042-01,INVREC02042,1,APP-003,iPhone,14,Unit,10435.65,10226.94,10,13587.22,146099.16,PO-2026-1475,14,Matched,Successfully matched against PO.
4321,INVREC02042-02,INVREC02042,2,APP-001,MacBook Pro,4,Unit,34812.69,0,10,13925.08,139250.76,PO-2026-1475,4,Matched,Matched to purchase order.
4322,INVREC02042-03,INVREC02042,3,APP-002,iPad,5,Unit,29219.83,0,10,15632.61,146099.16,PO-2026-1475,5,Matched,Three-way match completed.
4323,INVREC02043-01,INVREC02043,1,JLL-002,Leasing Services,1,Project,251082.29,0,0,0,251082.29,PO-2026-0465,1,Matched,Goods receipt confirmed.
4324,INVREC02043-02,INVREC02043,2,JLL-001,Property Management,6,Month,26243.07,0,0,0,157458.39,PO-2026-0465,6,Matched,Matched to purchase order.
4325,INVREC02044-01,INVREC02044,1,MIC-001,Truck Tires,37,Unit,322.01,0,5,595.72,11914.47,PO-2026-0103,37,Matched,Ready for payment.
4326,INVREC02044-02,INVREC02044,2,MIC-002,Fleet Services,8,Month,697.12,0,5,278.85,5576.98,PO-2026-0103,8,Matched,Goods receipt confirmed.
4327,INVREC02045-01,INVREC02045,1,MOO-001,Credit Risk Software,3,User,76963.12,0,20,46177.87,230889.36,PO-2026-0399,3,Matched,Matched to purchase order.
4328,INVREC02045-02,INVREC02045,2,MOO-002,Financial Data Service,4,Month,49760.64,0,20,39808.51,199042.55,PO-2026-0399,4,Matched,Goods receipt confirmed.
4329,INVREC02046-01,INVREC02046,1,GE-001,Power Generation,1,Unit,179411.61,0,18,32294.09,179411.61,PO-2026-0668,1,Matched,Goods receipt confirmed.
4330,INVREC02046-02,INVREC02046,2,GE-002,Medical Equipment,2,Unit,75848.82,9101.86,18,27305.57,151697.63,PO-2026-0668,2,Matched,Ready for payment.
4331,INVREC02047-01,INVREC02047,1,TYC-002,Building Safety,1,System,8779.16,0,0,0,8779.16,PO-2023-0078,1,Matched,Matched to purchase order.
4332,INVREC02047-02,INVREC02047,2,TYC-001,Fire Protection Systems,1,Unit,7859.43,0,0,0,7859.43,PO-2023-0078,1,Matched,Ready for payment.
4333,INVREC02048-01,INVREC02048,1,IR-001,Compressed Air Systems,5,Unit,52642.13,0,18,47377.91,263210.63,PO-2023-0923,5,Matched,Three-way match completed.
4334,INVREC02048-02,INVREC02048,2,IR-002,Air Tools,16,Unit,13708.89,0,18,39481.59,219342.19,PO-2023-0923,16,Matched,Matched to purchase order.
4335,INVREC02049-01,INVREC02049,1,KMB-001,Paper Towels,34,Case,8459.91,0,5,14381.84,287636.78,PO-2024-0665,34,Matched,Successfully matched against PO.
4336,INVREC02049-02,INVREC02049,2,KMB-002,Sanitary Products,4,Case,30051.61,0,5,6010.32,120206.42,PO-2024-0665,4,Matched,Goods receipt confirmed.
4337,INVREC02050-01,INVREC02050,1,MOO-001,Credit Risk Software,9,User,10854.79,0,5,4884.66,97693.11,PO-2026-0181,9,Matched,Successfully matched against PO.
4338,INVREC02050-02,INVREC02050,2,MOO-002,Financial Data Service,8,Month,20900.69,0,5,8360.28,167205.51,PO-2026-0181,8,Matched,Matched to purchase order.
4339,INVREC02051-01,INVREC02051,1,NH-001,Strategic Consulting,29,Hour,4341.99,0,0,0,125917.79,PO-2023-1151,29,Matched,Successfully matched against PO.
4340,INVREC02051-02,INVREC02051,2,NH-002,Market Analysis,1,Project,139034.22,9732.4,0,0,139034.22,PO-2023-1151,1,Matched,Three-way match completed.
4341,INVREC02052-01,INVREC02052,1,CAT-002,Spare Parts,6,Box,28050.5,0,10,16830.3,168302.97,PO-2025-0348,6,Matched,Goods receipt confirmed.
4342,INVREC02052-02,INVREC02052,2,CAT-001,Construction Equipment,3,Unit,72544.38,15234.32,10,21763.31,217633.14,PO-2025-0348,3,Matched,Validated automatically.
4343,INVREC02053-01,INVREC02053,1,MCM-001,Fasteners,81,Box,2693.82,0,20,43639.83,218199.14,PO-2023-0841,81,Matched,Ready for payment.
4344,INVREC02053-02,INVREC02053,2,MCM-002,Hardware,21,Each,10250.97,0,20,43054.06,215270.29,PO-2023-0841,21,Matched,Ready for payment.
4345,INVREC02054-01,INVREC02054,1,THO-001,Legal Research Software,10,User,1953.48,0,10,1953.48,19534.75,PO-2024-0563,10,Matched,Three-way match completed.
4346,INVREC02054-02,INVREC02054,2,THO-002,Tax Software,1,User,38459.03,0,10,3845.9,38459.03,PO-2024-0563,1,Matched,Goods receipt confirmed.
4347,INVREC02055-01,INVREC02055,1,HPE-001,Server,1,Unit,38357.89,0,10,3835.79,38357.89,PO-2024-0461,1,Matched,Matched to purchase order.
4348,INVREC02055-02,INVREC02055,2,HPE-002,Storage Array,5,Unit,18073.72,0,10,9036.86,90368.59,PO-2024-0461,5,Matched,Validated automatically.
4349,INVREC02056-01,INVREC02056,1,PAR-001,Hydraulic Components,13,Unit,18864.43,0,5,12261.88,245237.59,PO-2024-1440,13,Matched,Ready for payment.
4350,INVREC02056-02,INVREC02056,2,PAR-002,Seals & Gaskets,26,Box,9177.29,0,5,11930.48,238609.54,PO-2024-1440,26,Matched,Goods receipt confirmed.
4351,INVREC02057-01,INVREC02057,1,NH-001,Strategic Consulting,29,Hour,1067.03,0,10,3094.39,30943.86,PO-2025-1270,25,Awaiting Approval,Pending goods receipt confirmation.
